parentTconst,primaryTitle,tconst,seasonNumber,episodeNumber,averageRating,numVotes,directors,writers,z
tt0112178,Star Trek: Voyager,tt0708897,3,2,7.8,972,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804",0.3994046438708343
tt0112178,Star Trek: Voyager,tt0708900,7,21,7.1,761,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm0852899,nm0298188",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0708901,6,23,6.3,811,nm0116497,"nm0734472,nm0075834,nm0683522,nm0852578,nm0852899,nm0298188,nm0103804",-1.4905561875604965
tt0112178,Star Trek: Voyager,tt0708902,3,8,8.3,1086,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775,nm0459822",1.029391587681279
tt0112178,Star Trek: Voyager,tt0708903,3,9,8.2,1027,nm0092853,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775,nm0459822",0.9033941989191885
tt0112178,Star Trek: Voyager,tt0708904,6,20,7.2,812,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm1085463,nm0579775",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0708905,5,13,7.3,863,nm0934664,"nm0734472,nm0075834,nm0683522,nm0852578,nm0755986,nm0298188,nm2089473",-0.2305822999396093
tt0112178,Star Trek: Voyager,tt0708906,1,11,6.7,986,nm0484464,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376,nm0788167",-0.9865666325121412
tt0112178,Star Trek: Voyager,tt0708907,7,23,7.6,807,nm0000996,"nm0734472,nm0075834,nm0683522,nm0852578,nm0338249",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0708908,4,26,8.2,880,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775",0.9033941989191885
tt0112178,Star Trek: Voyager,tt0708909,7,18,7.3,738,nm0471862,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0097004,nm0082376",-0.2305822999396093
tt0112178,Star Trek: Voyager,tt0708910,4,15,7.8,829,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578",0.3994046438708343
tt0112178,Star Trek: Voyager,tt0708911,7,2,7.7,833,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0247613,nm1201266,nm0097004",0.27340725510874603
tt0112178,Star Trek: Voyager,tt0708912,5,4,7.9,959,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0755986",0.5254020326329236
tt0112178,Star Trek: Voyager,tt0708913,5,7,7.6,898,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm1201266,nm2089473",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0708914,2,2,6.6,906,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376",-1.1125640212742305
tt0112178,Star Trek: Voyager,tt0708915,2,22,6.7,909,nm0176702,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822,nm0930042",-0.9865666325121412
tt0112178,Star Trek: Voyager,tt0708916,7,6,7.4,778,nm0471862,"nm0734472,nm0075834,nm0683522,nm0852578,nm1201266",-0.10458491117751992
tt0112178,Star Trek: Voyager,tt0708917,2,20,7.6,884,nm0484464,"nm0734472,nm0075834,nm0683522,nm0852578,nm1247294,nm2845438",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0708918,1,14,7.2,947,nm0295272,"nm0734472,nm0075834,nm0683522,nm0852578,nm1236636,nm1231247,nm0082376,nm4017790,nm0632350",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0708919,5,21,6.8,762,nm0471862,"nm0734472,nm0075834,nm0683522,nm0852578,nm0298188,nm0755986,nm0082376",-0.860569243750053
tt0112178,Star Trek: Voyager,tt0708920,5,11,8.3,1000,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm0579775,nm1260351,nm0103804",1.029391587681279
tt0112178,Star Trek: Voyager,tt0708921,1,15,7.1,929,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm1204624,nm1203477",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0708922,6,24,8.2,880,nm0934664,"nm0734472,nm0075834,nm0683522,nm0852578,nm1201266,nm0338249,nm0103804,nm0116497,nm0000585",0.9033941989191885
tt0112178,Star Trek: Voyager,tt0708923,2,19,7.5,910,nm0092853,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376",0.02141247758456835
tt0112178,Star Trek: Voyager,tt0708925,6,21,7.3,775,nm0000996,"nm0683522,nm0852578,nm0076820,nm0734472,nm0075834",-0.2305822999396093
tt0112178,Star Trek: Voyager,tt0708926,4,23,8.8,1194,nm0750913,"nm0734472,nm0075834,nm0683522,nm0852578,nm0298188,nm0103804,nm0579775",1.6593785314917227
tt0112178,Star Trek: Voyager,tt0708927,3,12,7.2,855,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0708928,2,11,7.2,854,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0708929,2,16,7.9,984,nm0092853,"nm0734472,nm0075834,nm0683522,nm0852578,nm0839943",0.5254020326329236
tt0112178,Star Trek: Voyager,tt0708930,6,14,7,803,nm0471862,"nm0734472,nm0075834,nm0683522,nm0852578,nm0076820,nm0103804",-0.6085744662258752
tt0112178,Star Trek: Voyager,tt0708931,4,14,8.8,1182,nm0540487,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822,nm6137748",1.6593785314917227
tt0112178,Star Trek: Voyager,tt0708932,4,12,6.8,841,nm0471862,"nm0734472,nm0075834,nm0683522,nm0852578,nm0298188",-0.860569243750053
tt0112178,Star Trek: Voyager,tt0708933,6,22,6.8,798,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm0579775",-0.860569243750053
tt0112178,Star Trek: Voyager,tt0708934,7,22,7.1,749,nm0934664,"nm0734472,nm0075834,nm0683522,nm0852578,nm0434851,nm0082376",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0708935,4,4,6.9,920,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376",-0.7345718549879635
tt0112178,Star Trek: Voyager,tt0708936,5,1,7.8,913,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775",0.3994046438708343
tt0112178,Star Trek: Voyager,tt0708937,7,8,6.6,745,nm0000996,"nm0734472,nm0075834,nm0683522,nm0852578,nm0097004,nm0496521,nm1263745",-1.1125640212742305
tt0112178,Star Trek: Voyager,tt0708938,2,5,6.9,958,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804",-0.7345718549879635
tt0112178,Star Trek: Voyager,tt0708939,5,8,7.1,860,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0708940,5,5,6.3,848,nm0470971,"nm0734472,nm0075834,nm0683522,nm0852578,nm0852899",-1.4905561875604965
tt0112178,Star Trek: Voyager,tt0708941,4,25,8.1,913,nm0082376,"nm0852578,nm0734472,nm0075834,nm0683522",0.7773968101571002
tt0112178,Star Trek: Voyager,tt0708942,6,8,7.8,888,nm0000585,"nm0734472,nm0075834,nm0683522,nm0852578,nm0938535,nm0779321,nm0298188,nm0852899",0.3994046438708343
tt0112178,Star Trek: Voyager,tt0708943,1,2,7.2,1131,nm0295272,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0873449,nm0082376",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0708944,6,10,8.4,989,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm0951390,nm0082376",1.1553889764433674
tt0112178,Star Trek: Voyager,tt0708945,2,8,6.9,870,nm0176702,"nm0734472,nm0075834,nm0683522,nm0852578",-0.7345718549879635
tt0112178,Star Trek: Voyager,tt0708946,1,4,7.1,1053,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm0219777,nm0103804,nm0208808,nm0082376",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0708947,4,16,8.1,855,nm0247621,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804",0.7773968101571002
tt0112178,Star Trek: Voyager,tt0708948,1,9,7.3,994,nm0484464,"nm0734472,nm0075834,nm0683522,nm0852578,nm0674661,nm1223279,nm1232478,nm0830333,nm0082376",-0.2305822999396093
tt0112178,Star Trek: Voyager,tt0708949,2,3,8,1019,nm0000408,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804",0.651399421395012
tt0112178,Star Trek: Voyager,tt0708950,7,14,7.3,776,nm0934664,"nm0734472,nm0075834,nm0683522,nm0852578,nm0839943,nm0835040,nm1046275,nm1052224,nm0338249,nm0082376",-0.2305822999396093
tt0112178,Star Trek: Voyager,tt0708951,2,13,7.6,935,nm0000408,"nm0734472,nm0075834,nm0683522,nm0852578,nm0179709",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0708952,7,19,7.3,832,nm0000996,"nm0734472,nm0075834,nm0683522,nm0852578,nm1201266,nm0082376",-0.2305822999396093
tt0112178,Star Trek: Voyager,tt0708953,4,10,6.8,823,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376",-0.860569243750053
tt0112178,Star Trek: Voyager,tt0708954,3,22,7.4,897,nm0930041,"nm0734472,nm0075834,nm0683522,nm0852578,nm1004541",-0.10458491117751992
tt0112178,Star Trek: Voyager,tt0708955,5,24,8.6,1010,nm0247621,"nm0734472,nm0075834,nm0683522,nm0852578,nm0298188,nm0755986,nm0852899",1.4073837539675438
tt0112178,Star Trek: Voyager,tt0708956,3,6,7.1,849,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822,nm0103804,nm0579775",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0708957,7,24,7.6,766,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm0835040,nm0839943,nm0696783,nm1244633",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0708958,7,13,7.3,788,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm1201266,nm0839943",-0.2305822999396093
tt0112178,Star Trek: Voyager,tt0708959,7,4,6.7,751,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm0809245,nm0082376",-0.9865666325121412
tt0112178,Star Trek: Voyager,tt0708960,2,12,7.1,893,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822,nm1232405,nm1234181",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0708961,2,25,7.4,907,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578",-0.10458491117751992
tt0112178,Star Trek: Voyager,tt0708962,4,17,6.8,824,nm0872442,"nm0734472,nm0075834,nm0683522,nm0852578,nm0298188,nm0459822,nm0696783,nm1244633",-0.860569243750053
tt0112178,Star Trek: Voyager,tt0708963,4,5,7.4,866,nm0082376,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822",-0.10458491117751992
tt0112178,Star Trek: Voyager,tt0708964,6,6,7.4,822,nm0206259,"nm0734472,nm0075834,nm0683522,nm0852578,nm1201266,nm0097004",-0.10458491117751992
tt0112178,Star Trek: Voyager,tt0708965,3,19,6.8,791,nm0770474,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm2089473",-0.860569243750053
tt0112178,Star Trek: Voyager,tt0708967,4,7,8,924,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822,nm1260000,nm1004541",0.651399421395012
tt0112178,Star Trek: Voyager,tt0708968,3,26,8.9,1188,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775",1.7853759202538109
tt0112178,Star Trek: Voyager,tt0708969,4,1,8.9,1158,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775",1.7853759202538109
tt0112178,Star Trek: Voyager,tt0708970,7,11,8.2,940,nm0934664,"nm0734472,nm0075834,nm0683522,nm0852578,nm0852899,nm0839943",0.9033941989191885
tt0112178,Star Trek: Voyager,tt0708971,5,22,8.2,983,nm0000536,"nm0734472,nm0075834,nm0683522,nm0852578,nm0852899,nm0103804",0.9033941989191885
tt0112178,Star Trek: Voyager,tt0708972,6,17,6.2,808,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0298188",-1.6165535763225847
tt0112178,Star Trek: Voyager,tt0708973,1,10,7.6,966,nm0770474,"nm0734472,nm0075834,nm0683522,nm0852578,nm0007947,nm0185402,nm0082376",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0708974,6,2,7.6,846,nm0934664,"nm0734472,nm0075834,nm0683522,nm0852578,nm0601822",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0708975,2,9,6.2,908,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578,nm0111046",-1.6165535763225847
tt0112178,Star Trek: Voyager,tt0708976,2,1,7.4,1089,nm0176702,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804",-0.10458491117751992
tt0112178,Star Trek: Voyager,tt0708977,3,3,6.8,842,nm0484464,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376,nm1001007,nm0459822",-0.860569243750053
tt0112178,Star Trek: Voyager,tt0708978,1,5,6.5,1019,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0844214,nm0103804,nm0082376",-1.238561410036319
tt0112178,Star Trek: Voyager,tt0708979,3,18,6.4,790,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578,nm0579775,nm0103804",-1.3645587987984071
tt0112178,Star Trek: Voyager,tt0708980,5,17,6.7,840,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0852899,nm0082376",-0.9865666325121412
tt0112178,Star Trek: Voyager,tt0708981,5,19,5.2,878,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm0579775,nm0852899",-2.876527463943472
tt0112178,Star Trek: Voyager,tt0708982,4,2,7.9,971,nm0930041,"nm0734472,nm0075834,nm0683522,nm0852578,nm0579775",0.5254020326329236
tt0112178,Star Trek: Voyager,tt0708983,6,25,7.2,767,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0839943,nm0082376,nm0298188",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0708985,4,19,7.8,885,nm0516493,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775",0.3994046438708343
tt0112178,Star Trek: Voyager,tt0708986,4,21,7.5,895,nm0516493,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822,nm2089473,nm1236630",0.02141247758456835
tt0112178,Star Trek: Voyager,tt0708987,3,11,7.2,905,nm0092853,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376,nm0683525,nm0459822",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0708988,4,6,7.5,861,nm0000996,"nm0734472,nm0075834,nm0683522,nm0852578,nm0298188,nm1004541",0.02141247758456835
tt0112178,Star Trek: Voyager,tt0708989,3,4,7.1,819,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578,nm0839943,nm0459822",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0708990,2,23,7.3,1084,nm0750691,"nm0734472,nm0075834,nm0683522,nm0852578,nm0579775,nm1247281",-0.2305822999396093
tt0112178,Star Trek: Voyager,tt0708991,7,15,8,840,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm0338249,nm0434851,nm0082376",0.651399421395012
tt0112178,Star Trek: Voyager,tt0708992,6,9,7.5,847,nm0934664,"nm0734472,nm0075834,nm0683522,nm0852578,nm0579775",0.02141247758456835
tt0112178,Star Trek: Voyager,tt0708993,5,20,7.6,879,nm0641343,"nm0734472,nm0075834,nm0683522,nm0852578,nm0852899,nm0103804",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0708994,5,9,7.2,836,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376,nm0589310",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0708995,2,15,5.2,1122,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0006894",-2.876527463943472
tt0112178,Star Trek: Voyager,tt0708996,1,3,7.1,1107,nm0484464,"nm0734472,nm0075834,nm0683522,nm0852578,nm0447406,nm0082376",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0708997,5,6,8.7,1200,nm0000996,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775",1.533381142729632
tt0112178,Star Trek: Voyager,tt0708998,6,4,8.5,1072,nm0116497,"nm0734472,nm0075834,nm0683522,nm0852578,nm0579775,nm1262683",1.2813863652054556
tt0112178,Star Trek: Voyager,tt0708999,6,15,7.2,852,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm1201266,nm1263638",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0709000,2,24,7.6,1129,nm0092853,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376,nm0696783,nm1244633",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0709001,2,6,7.1,928,nm0295272,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376,nm0748860,nm0395923",-0.482577077463787
tt0112178,Star Trek: Voyager,tt0709002,4,22,6.4,841,nm0732367,"nm0734472,nm0075834,nm0683522,nm0852578,nm1223279,nm0674661",-1.3645587987984071
tt0112178,Star Trek: Voyager,tt0709003,6,26,8,829,nm0471862,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775,nm0839943",0.651399421395012
tt0112178,Star Trek: Voyager,tt0709004,7,1,8,845,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775,nm0839943",0.651399421395012
tt0112178,Star Trek: Voyager,tt0709005,3,17,7.9,875,nm0000536,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376",0.5254020326329236
tt0112178,Star Trek: Voyager,tt0709006,6,13,7.2,871,nm0484464,"nm0734472,nm0075834,nm0683522,nm0852578,nm0338249,nm0082376",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0709007,4,20,6.6,760,nm0872442,"nm0734472,nm0075834,nm0683522,nm0852578,nm1201266",-1.1125640212742305
tt0112178,Star Trek: Voyager,tt0709008,4,13,7.6,835,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578,nm0097004",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0709009,5,25,7.2,785,nm0470971,"nm0734472,nm0075834,nm0683522,nm0852578,nm0852899,nm0082376,nm0103804",-0.3565796887016976
tt0112178,Star Trek: Voyager,tt0709010,3,10,6.7,858,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822,nm0696783,nm1244633",-0.9865666325121412
tt0112178,Star Trek: Voyager,tt0709012,7,17,7.8,785,nm0206259,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376,nm0852899,nm0298188",0.3994046438708343
tt0112178,Star Trek: Voyager,tt0709013,3,25,8.1,898,nm0801883,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376",0.7773968101571002
tt0112178,Star Trek: Voyager,tt0709014,4,8,8.8,1158,nm0471862,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775",1.6593785314917227
tt0112178,Star Trek: Voyager,tt0709015,4,9,8.7,1093,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775",1.533381142729632
tt0244365,Star Trek: Enterprise,tt0763253,1,16,7.5,860,nm0515237,"nm0734472,nm0075834,nm0103804",0.02141247758456835
tt0244365,Star Trek: Enterprise,tt0765592,4,11,7.9,708,nm0892144,"nm0734472,nm0075834,nm0103804,nm0716320,nm0716321",0.5254020326329236
tt0112178,Star Trek: Voyager,tt0777529,2,7,6.4,871,nm0000408,"nm0734472,nm0075834,nm0683522,nm0852578,nm0844214",-1.3645587987984071
tt0112178,Star Trek: Voyager,tt0795288,5,18,7.6,974,nm0930041,"nm0734472,nm0075834,nm0683522,nm0852578,nm0298188,nm0755986",0.14740986634665662
tt0112178,Star Trek: Voyager,tt1288527,7,10,7.6,693,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0338249,nm0082376,nm0298188",0.14740986634665662
tt5171438,Star Trek: Discovery,tt5509372,1,1,7.2,5243,nm0783751,"nm0734472,nm0298188,nm0476064,nm0326040,nm5655249,nm7703735,nm8681530,nm5358492",-0.3565796887016976
tt5171438,Star Trek: Discovery,tt5835712,1,2,7.6,4759,nm0437246,"nm0734472,nm0298188,nm0476064,nm0073766,nm0361912,nm3278619,nm5358492,nm8681530",0.14740986634665662
tt5171438,Star Trek: Discovery,tt5835714,1,3,7.8,4369,nm0326040,"nm0734472,nm0298188,nm0476064,nm0073766,nm0361912,nm1153843,nm3278619,nm5358492,nm8681530",0.3994046438708343
tt5171438,Star Trek: Discovery,tt5870994,1,4,7.3,3513,nm1069989,"nm0734472,nm0298188,nm0476064,nm0018504,nm1847815,nm3278619,nm5358492,nm8681530",-0.2305822999396093
tt5171438,Star Trek: Discovery,tt5870996,1,5,7.4,3391,nm0003022,"nm3278619,nm8681530,nm0734472,nm0298188,nm0476064,nm5358492,nm0073766,nm0361912",-0.10458491117751992
tt5171438,Star Trek: Discovery,tt5870998,1,6,7.5,3055,nm0007439,"nm0734472,nm0298188,nm0476064,nm0579775,nm1014207,nm3278619,nm5358492,nm8681530",0.02141247758456835
tt5171438,Star Trek: Discovery,tt5884346,1,7,7.5,3314,nm0057106,"nm0734472,nm0298188,nm0476064,nm1847815,nm0018504,nm3278619,nm5358492,nm8681530",0.02141247758456835
tt5171438,Star Trek: Discovery,tt5888594,1,8,7,2553,nm0779350,"nm0734472,nm0298188,nm0476064,nm8681530,nm3278619,nm5358492",-0.6085744662258752
tt5171438,Star Trek: Discovery,tt5890578,1,9,8.1,2912,nm6501824,"nm0734472,nm0298188,nm0476064,nm5655249,nm7703735,nm3278619,nm5358492,nm8681530",0.7773968101571002
tt5171438,Star Trek: Discovery,tt6011050,1,10,8.1,2782,nm0000408,"nm0734472,nm0298188,nm0476064,nm3278619,nm5655249,nm7703735,nm8681530",0.7773968101571002
tt5171438,Star Trek: Discovery,tt6011052,1,11,8.1,2366,nm0779830,"nm0734472,nm0298188,nm0476064,nm0709921,nm3278619,nm8681530",0.7773968101571002
tt5171438,Star Trek: Discovery,tt6011054,1,12,8.4,2621,nm0191697,"nm0734472,nm0298188,nm0476064,nm2217962,nm3278619,nm8681530",1.1553889764433674
tt5171438,Star Trek: Discovery,tt6011058,1,13,8.3,2425,nm1069989,"nm0734472,nm0298188,nm0476064,nm1014207,nm5655249,nm7703735,nm8681530,nm3278619",1.029391587681279
tt5171438,Star Trek: Discovery,tt6902342,1,14,7.7,1803,nm0813313,"nm0734472,nm0298188,nm0476064,nm0709921,nm3278619,nm8681530",0.27340725510874603
tt5171438,Star Trek: Discovery,tt6902346,1,15,7.2,2015,nm0326040,"nm0734472,nm0298188,nm0476064,nm0073766,nm0361912,nm0326040,nm3278619,nm8681530",-0.3565796887016976
